1.147e+05,716.01,-5856.8,0.71601,-5.8568
1.2781e+05,624.76,-5304,0.62476,-5.304
1.4241e+05,547.93,-4797.6,0.54793,-4.7976
1.5868e+05,478.25,-4338.4,0.47825,-4.3384
1.7682e+05,416.71,-3921.8,0.41671,-3.9218
1.9702e+05,362.55,-3543.9,0.36255,-3.5439
2.1953e+05,314.99,-3200.9,0.31499,-3.2009
2.4462e+05,273.6,-2890.1,0.2736,-2.8901
2.7257e+05,237.78,-2608.2,0.23778,-2.6082
3.0372e+05,206.86,-2353,0.20686,-2.353
3.3842e+05,180.42,-2121.5,0.18042,-2.1215
3.7709e+05,157.88,-1911.8,0.15788,-1.9118
4.2018e+05,138.53,-1722.3,0.13853,-1.7223
4.682e+05,122.01,-1551.1,0.12201,-1.5511
5.2169e+05,107.86,-1396.4,0.10786,-1.3964
5.8131e+05,95.829,-1256.8,0.095829,-1.2568
6.4773e+05,85.909,-1131,0.085909,-1.131
7.2175e+05,77.285,-1017.2,0.077285,-1.0172
8.0422e+05,69.664,-914.4,0.069664,-0.9144
8.9612e+05,62.523,-821.74,0.062523,-0.82174
9.9852e+05,56.852,-738.53,0.056852,-0.73853
1.1126e+06,52.301,-663.53,0.052301,-0.66353
1.2397e+06,48.658,-596.03,0.048658,-0.59603
1.3814e+06,45.727,-535.24,0.045727,-0.53524
1.5393e+06,43.339,-480.42,0.043339,-0.48042
1.7152e+06,41.274,-430.91,0.041274,-0.43091
1.9111e+06,39.434,-386.24,0.039434,-0.38624
2.1295e+06,37.764,-345.95,0.037764,-0.34595
2.3729e+06,36.413,-309.64,0.036413,-0.30964
2.644e+06,35.264,-276.81,0.035264,-0.27681
2.9461e+06,34.285,-247.12,0.034285,-0.24712
3.2828e+06,33.459,-220.28,0.033459,-0.22028
3.6579e+06,32.766,-195.96,0.032766,-0.19596
4.0759e+06,32.179,-173.89,0.032179,-0.17389
4.5416e+06,32.372,-152.92,0.032372,-0.15292
5.0606e+06,32.187,-134.34,0.032187,-0.13434
5.6388e+06,31.59,-118.09,0.03159,-0.11809
6.2832e+06,30.643,-103.99,0.030643,-0.10399
125.66,1.3913e+06,-9.8987e+05,1391.3,-989.87
138.23,9.5734e+05,-4.3002e+05,957.34,-430.02
157.08,7.4416e+05,-2.8157e+05,744.16,-281.57
175.93,6.341e+05,-2.2825e+05,634.1,-228.25
194.78,5.7515e+05,-2.1178e+05,575.15,-211.78
213.63,5.947e+05,-2.6644e+05,594.7,-266.44
238.76,5.7401e+05,-2.8441e+05,574.01,-284.41
270.18,5.5385e+05,-3.0168e+05,553.85,-301.68
301.59,5.2449e+05,-3.1784e+05,524.49,-317.84
333.01,4.8855e+05,-3.2695e+05,488.55,-326.95
370.71,4.5391e+05,-3.344e+05,453.91,-334.4
414.69,4.1895e+05,-3.3822e+05,418.95,-338.22
458.67,3.8191e+05,-3.3811e+05,381.91,-338.11
515.22,3.4692e+05,-3.3554e+05,346.92,-335.54
571.77,3.1337e+05,-3.3028e+05,313.37,-330.28
634.6,2.8256e+05,-3.2332e+05,282.56,-323.32
710,2.5187e+05,-3.1141e+05,251.87,-311.41
791.68,2.2403e+05,-2.9896e+05,224.03,-298.96
879.65,1.9899e+05,-2.8503e+05,198.99,-285.03
980.18,1.7591e+05,-2.6976e+05,175.91,-269.76
